free way conditions,,,,,,,,,,,%vehicles,,total,,,statistix,,,max,,,CS,3.60948032968099,,,,,,,,,,,,,,,,total d,147854.679305261,,,,
,max,current,,freeway flow,,ramp meter rate,,by pass rate,,,car,0.9,906,,,toll veh,1,,q,67,,,,,,,,,,,,,,,,,,,total u,-591.05944864617,,,,
speed,65,25,,Q,,q1,,q2,,,truck,0.1,94,,,total u,-587.609382815455,,delay,672.096790023004,,,,,,,,,,,,,,,,,,,trucks-d,17585.236108813,,,,
density,120,75,,,,,,q1+q2,0.1,vps,,,1000,,,total delay,147177.208779751,,avg-q,14.232,,,,,,,,,,,,,,,,,,,,,,,,
# lanes,3,,,,,service time (max) (sec),,,10,,,,,,,(trucks),16907.7655833028,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d-nothing,,,,,,,,,
,,,,,,Value of Time($),,,,,ramp-meter,expected departure,,expected delay,,ramp,,Utility ,,,,,,,,,,,,,,,,,,expected,expected,utilities,,Utility ,trucks,,,
veh #,avg-h,rnd,truck tag,car tag,rnd,Car,truck,toll, headway,arrival time,service time,ramp,bypass,ramp,bypass,queue#,car,tolled,untolled,util diff,prob,rand,choice,departure,delay,actual q#,toll trucks,q2 (vps), util (veh),total (delay),delay(cars),delay(trucks),CS (toll),,service time,departure,delay,car,truck, util (veh),delay,,CS (dn),delta(CS)
306,0.1,0.558514009127115,0,1,0.445431600816542,12.2043160081654,11.985714674935,19.5,7.81854549706775,3228.64959828078,10,3248.88714125228,3228.64959828078,20.2375429714984,0,2,-0.0686070471258317,-19.5,-0.0673781710494767,19.4326218289505,3.63512683963205e-09,0.488719415403321,0,3248.88714125228,20.2375429714984,2,0,0,-0.0686070471258317,20.2375429714984,20.2375429714984,0,0,,10,3248.88714125228,20.2375429714984,-0.0686070471258317,-0.0673781710494767,-0.0686070471258317,0,,0,0
307,0.1,0.116119467277711,0,1,0.50788468167166,12.8288468167166,14.3322554498044,19.5,7.1990374214955,3235.84863570228,10,3258.88714125228,3235.84863570228,23.0385055500028,0,2,-0.0820992940519614,-19.5,-0.0917204852012158,19.4082795147988,3.72470002513214e-09,0.963572195116952,0,3258.88714125228,23.0385055500028,2,0,0,-0.0820992940519614,23.0385055500028,23.0385055500028,0,0,,10,3258.88714125228,23.0385055500028,-0.0820992940519614,-0.0917204852012157,-0.0820992940519614,0,,0,0
308,0.1,0.482056494568188,0,1,0.0532706089544147,8.28270608954415,2.22938646017,19.5,17.7976113535363,3253.64624705581,10,3268.88714125228,3253.64624705581,15.2408941964663,0,1,-0.0350655131031027,-19.5,-0.0094382897673571,19.4905617102326,3.43049348251747e-09,0.268327225004896,0,3268.88714125228,15.2408941964663,1,0,0,-0.0350655131031027,15.2408941964663,15.2408941964663,0,0,,10,3268.88714125228,15.2408941964663,-0.0350655131031027,-0.0094382897673571,-0.0350655131031027,0,,0,0
309,0.1,0.62286978530895,0,1,0.851364926019478,16.2636492601948,45.9330892596883,19.5,2.81944044195395,3256.46568749777,10,3278.88714125228,3256.46568749777,22.4214537545122,0,2,-0.101292961046407,-19.5,-0.286079621288328,19.2139203787117,4.5237688089554e-09,0.701973149787105,0,3278.88714125228,22.4214537545122,2,0,0,-0.101292961046407,22.4214537545122,22.4214537545122,0,0,,10,3278.88714125228,22.4214537545122,-0.101292961046407,-0.286079621288328,-0.101292961046407,0,,0,0
310,0.1,0.108738845279622,0,1,0.423545258509111,11.9854525850911,11.2499571135528,19.5,1.60294266116786,3258.06863015893,10,3288.88714125228,3258.06863015893,30.8185110933441,0,3,-0.102603834292328,-19.5,-0.0963074800287981,19.4036925199712,3.7418244496155e-09,0.0195233230365245,0,3288.88714125228,30.8185110933441,3,0,0,-0.102603834292328,30.8185110933441,30.8185110933441,0,0,,10,3288.88714125228,30.8185110933441,-0.102603834292328,-0.0963074800287981,-0.102603834292328,0,,0,0
311,0.1,0.564486295101302,0,1,0.685117906349648,14.6011790634965,24.2657273039732,19.5,0.841756728635852,3258.91038688757,10,3298.88714125228,3258.91038688757,39.9767543647081,0,3,-0.162141041349033,-19.5,-0.269462505531091,19.2305374944689,4.44921794496139e-09,0.707412142138286,0,3298.88714125228,39.9767543647081,3,0,0,-0.162141041349033,39.9767543647081,39.9767543647081,0,0,,10,3298.88714125228,39.9767543647081,-0.162141041349033,-0.269462505531091,-0.162141041349033,0,,0,0
312,0.1,0.103924858821118,0,1,0.797860801420226,15.7286080142023,36.2315841357883,19.5,4.26951701803535,3263.17990390561,10,3308.88714125228,3263.17990390561,45.7072373466726,0,4,-0.199697561010533,-19.5,-0.460012670983448,19.0399873290166,5.38317582762752e-09,0.71432484421171,0,3308.88714125228,45.7072373466726,4,0,0,-0.199697561010533,45.7072373466726,45.7072373466726,0,0,,10,3308.88714125228,45.7072373466726,-0.199697561010533,-0.460012670983448,-0.199697561010533,0,,0,0
313,0.1,0.944058082069231,1,0,0.0953791546136729,8.70379154613673,3.15756680677273,19.5,1.34372692467039,3264.52363083028,10,3318.88714125228,3264.52363083028,54.363510422002,0,5,-0.131435739563705,-19.5,-0.0476823377800437,19.45231766222,3.56423046122815e-09,0.413693629978568,0,3318.88714125228,54.363510422002,5,0,0,-0.0476823377800437,54.363510422002,0,54.363510422002,-0.0476823342158132,,10,3318.88714125228,54.363510422002,-0.131435739563705,-0.0476823377800437,-0.0476823377800437,54.363510422002,,-0.0476823377800437,3.56423045938525e-09
314,0.1,0.17439701627782,0,1,0.695760209574579,14.7076020957458,25.1145412000173,19.5,12.933004443746,3277.45663527402,10,3328.88714125228,3277.45663527402,51.430505978256,0,5,-0.210116504864184,-19.5,-0.358792655924624,19.1412073440754,4.86495997273551e-09,0.0557981646372507,0,3328.88714125228,51.430505978256,5,0,0,-0.210116504864184,51.430505978256,51.430505978256,0,0,,10,3328.88714125228,51.430505978256,-0.210116504864184,-0.358792655924624,-0.210116504864184,0,,0,0
315,0.1,0.868163858981791,0,1,0.275835295807969,10.5083529580797,7.1135427580493,19.5,5.46654796760986,3282.92318324163,10,3338.88714125228,3282.92318324163,55.9639580106459,0,5,-0.163358062140838,-19.5,-0.110583891171779,19.3894161088282,3.79562741649628e-09,0.518724272273208,0,3338.88714125228,55.9639580106459,5,0,0,-0.163358062140838,55.9639580106459,55.9639580106459,0,0,,10,3338.88714125228,55.9639580106459,-0.163358062140838,-0.110583891171779,-0.163358062140838,0,,0,0
316,0.1,0.7875011941192,0,1,0.710385916574406,14.8538591657441,26.3532001405983,19.5,9.77208256713183,3292.69526580876,10,3348.88714125228,3292.69526580876,56.1918754435142,0,5,-0.231851723360275,-19.5,-0.41134326106625,19.0886567389338,5.1274532472621e-09,0.17462729290074,0,3348.88714125228,56.1918754435142,5,0,0,-0.231851723360275,56.1918754435142,56.1918754435142,0,0,,10,3348.88714125228,56.1918754435142,-0.231851723360275,-0.41134326106625,-0.231851723360275,0,,0,0
317,0.1,0.926470644239796,1,0,0.243884605161037,10.1888460516104,6.35786104110309,19.5,4.95732273698554,3297.65258854575,10,3358.88714125228,3297.65258854575,61.2345527065286,0,6,-0.173308175157234,-19.5,-0.108144660283948,19.3918553397161,3.78638028742467e-09,0.878031086868295,0,3358.88714125228,61.2345527065286,6,0,0,-0.108144660283948,61.2345527065286,0,61.2345527065286,-0.108144656497567,,10,3358.88714125228,61.2345527065286,-0.173308175157234,-0.108144660283948,-0.108144660283948,61.2345527065286,,-0.108144660283948,3.78638025100297e-09
318,0.1,0.0997612904185293,0,1,0.814099450163606,15.8909945016361,38.7544763310196,19.5,7.46238416039017,3305.11497270614,10,3368.88714125228,3305.11497270614,63.7721685461383,0,6,-0.281500883256692,-19.5,-0.686515832360864,18.8134841676391,6.75161450733397e-09,0.963384662509595,0,3368.88714125228,63.7721685461383,6,0,0,-0.281500883256692,63.7721685461383,63.7721685461383,0,0,,10,3368.88714125228,63.7721685461383,-0.281500883256692,-0.686515832360864,-0.281500883256692,0,,0,0
319,0.1,0.956600352867864,1,0,0.962440066065831,17.3744006606583,106.390308844168,19.5,14.4288221686956,3319.54379487484,10,3378.88714125228,3319.54379487484,59.3433463774427,0,5,-0.28640418791831,-19.5,-1.75376581915072,17.7462341808493,1.9629462698513e-08,0.0397504779895935,0,3378.88714125228,59.3433463774427,5,0,0,-1.75376581915072,59.3433463774427,0,59.3433463774427,-1.75376579952125,,10,3378.88714125228,59.3433463774427,-0.28640418791831,-1.75376581915072,-1.75376581915072,59.3433463774427,,-1.75376581915072,1.96294627219373e-08
320,0.1,0.743929724868665,0,1,0.580895939631547,13.5589593963155,17.6823664726458,19.5,36.2916399061859,3355.83543478102,10,3388.88714125228,3355.83543478102,33.0517064712567,0,3,-0.12448520722853,-19.5,-0.162342329547522,19.3376576704525,3.99725614702887e-09,0.514464567876118,0,3388.88714125228,33.0517064712567,3,0,0,-0.12448520722853,33.0517064712567,33.0517064712567,0,0,,10,3388.88714125228,33.0517064712567,-0.12448520722853,-0.162342329547522,-0.12448520722853,0,,0,0
321,0.1,0.761992632437865,0,1,0.893057464856537,16.6805746485654,57.7269262457962,19.5,13.2320470737972,3369.06748185482,10,3398.88714125228,3369.06748185482,29.8196593974594,0,2,-0.138169181826143,-19.5,-0.478165910753306,19.0218340892467,5.48179028646864e-09,0.607362885289713,0,3398.88714125228,29.8196593974594,2,0,0,-0.138169181826143,29.8196593974594,29.8196593974594,0,0,,10,3398.88714125228,29.8196593974594,-0.138169181826143,-0.478165910753306,-0.138169181826143,0,,0,0
322,0.1,0.133270333909456,0,1,0.809919793770047,15.8491979377005,38.0761184989314,19.5,4.01008093761193,3373.07756279243,10,3408.88714125228,3373.07756279243,35.8095784598477,0,3,-0.157653638076595,-19.5,-0.378747153564984,19.121252846435,4.96301284894113e-09,0.72961615372579,0,3408.88714125228,35.8095784598477,3,0,0,-0.157653638076595,35.8095784598477,35.8095784598477,0,0,,10,3408.88714125228,35.8095784598477,-0.157653638076595,-0.378747153564984,-0.157653638076595,0,,0,0
323,0.1,0.856077510567413,0,1,0.514026800982712,12.8902680098271,14.585902315444,19.5,4.86845995303967,3377.94602274547,10,3418.88714125228,3377.94602274547,40.9411185068079,0,4,-0.146594997270791,-19.5,-0.165878654229254,19.3341213457707,4.01141676606017e-09,0.922971684633021,0,3418.88714125228,40.9411185068079,4,0,0,-0.146594997270791,40.9411185068079,40.9411185068079,0,0,,10,3418.88714125228,40.9411185068079,-0.146594997270791,-0.165878654229254,-0.146594997270791,0,,0,0
324,0.1,0.165084540875335,0,1,0.416917676352316,11.9191767635232,11.0348086362279,19.5,8.37836557335875,3386.32438831883,10,3428.88714125228,3386.32438831883,42.5627529334493,0,4,-0.140920271043318,-19.5,-0.130464398236572,19.3695356017634,3.87184149090901e-09,0.430259879511277,0,3428.88714125228,42.5627529334493,4,0,0,-0.140920271043318,42.5627529334493,42.5627529334493,0,0,,10,3428.88714125228,42.5627529334493,-0.140920271043318,-0.130464398236572,-0.140920271043318,0,,0,0
325,0.1,0.602728090461756,0,1,0.249600877134984,10.2460087713498,6.49040543845424,19.5,39.8996586922607,3426.22404701109,10,3438.88714125228,3426.22404701109,12.6630942411884,0,1,-0.0360406040743463,-19.5,-0.0228301710362967,19.4771698289637,3.47674323817765e-09,0.418749297393635,0,3438.88714125228,12.6630942411884,1,0,0,-0.0360406040743463,12.6630942411884,12.6630942411884,0,0,,10,3438.88714125228,12.6630942411884,-0.0360406040743463,-0.0228301710362967,-0.0360406040743463,0,,0,0
326,0.1,0.397553643536554,0,1,0.276592539316364,10.5159253931636,7.13191429121534,19.5,9.60161202615957,3435.82565903725,10,3448.88714125228,3435.82565903725,13.0614822150287,0,1,-0.0381537701381599,-19.5,-0.0258759365760606,19.4741240634239,3.48734872560159e-09,0.274074969970534,0,3448.88714125228,13.0614822150287,1,0,0,-0.0381537701381599,13.0614822150287,13.0614822150287,0,0,,10,3448.88714125228,13.0614822150287,-0.0381537701381599,-0.0258759365760606,-0.0381537701381599,0,,0,0
327,0.1,0.995179591684985,1,0,0.00289298619589506,7.77892986195895,0.604553894896441,19.5,15.7597941708868,3451.58545320814,10,3461.58545320814,3451.58545320814,10,0,0,-0.0216081385054415,-19.5,-0.00167931637471234,19.4983206836253,3.4039793691198e-09,0.0376148451883164,0,3461.58545320814,10,0,0,0,-0.00167931637471234,10,0,10,-0.00167931297073306,,10,3461.58545320814,10,-0.0216081385054415,-0.00167931637471234,-0.00167931637471234,10,,-0.00167931637471234,3.40397927987152e-09
328,0.1,0.185236607570174,0,1,0.620545115016511,13.9554511501651,19.8772059050294,19.5,7.69212297512403,3459.27757618326,10,3471.58545320814,3459.27757618326,12.3078770248758,0,1,-0.0477116601619148,-19.5,-0.0679572794103433,19.4320427205897,3.63723258163759e-09,0.321045926980499,0,3471.58545320814,12.3078770248758,1,0,0,-0.0477116601619148,12.3078770248758,12.3078770248758,0,0,,10,3471.58545320814,12.3078770248758,-0.0477116601619148,-0.0679572794103433,-0.0477116601619148,0,,0,0
329,0.1,0.796094160380875,0,1,0.00440450142947646,7.79404501429477,0.709302893050925,19.5,9.0682885294843,3468.34586471275,10,3481.58545320814,3468.34586471275,13.2395884953917,0,1,-0.0286638746399505,-19.5,-0.00260857733960696,19.4973914226604,3.40714402442965e-09,0.773296770106121,0,3481.58545320814,13.2395884953917,1,0,0,-0.0286638746399505,13.2395884953917,13.2395884953917,0,0,,10,3481.58545320814,13.2395884953917,-0.0286638746399505,-0.00260857733960696,-0.0286638746399505,0,,0,0
330,0.1,0.457296087993308,0,1,0.511153632351469,12.8615363235147,14.4666836047674,19.5,12.2221011503092,3480.56796586305,10,3491.58545320814,3480.56796586305,11.0174873450824,0,1,-0.0393616149118445,-19.5,-0.0442740287613431,19.4557259712387,3.55210314101283e-09,0.920697085385167,0,3491.58545320814,11.0174873450824,1,0,0,-0.0393616149118445,11.0174873450824,11.0174873450824,0,0,,10,3491.58545320814,11.0174873450824,-0.0393616149118446,-0.0442740287613431,-0.0393616149118446,0,,0,0
331,0.1,0.511820487025157,0,1,0.0353034960199264,8.10303496019926,1.7872740761236,19.5,27.4183591684943,3507.98632503155,10,3517.98632503155,3507.98632503155,10,0,0,-0.022508430444998,-19.5,-0.00496465021145444,19.4950353497885,3.41518096810334e-09,0.542101684085359,0,3517.98632503155,10,0,0,0,-0.022508430444998,10,10,0,0,,10,3517.98632503155,10,-0.022508430444998,-0.00496465021145444,-0.022508430444998,0,,0,0
332,0.1,0.583476441272104,0,1,0.907781203113872,16.8278120311387,63.5417906227657,19.5,16.9381062235041,3524.92443125505,10,3534.92443125505,3524.92443125505,10,0,0,-0.0467439223087187,-19.5,-0.176504973952127,19.3234950260479,4.05427064926783e-09,0.471104575448274,0,3534.92443125505,10,0,0,0,-0.0467439223087187,10,10,0,0,,10,3534.92443125505,10,-0.0467439223087187,-0.176504973952127,-0.0467439223087187,0,,0,0
333,0.1,0.0472711570824172,0,1,0.836064095660649,16.1106409566065,42.7089488435768,19.5,10.7400681204825,3535.66449937554,10,3545.66449937554,3535.66449937554,10,0,0,-0.044751780435018,-19.5,-0.118635969009936,19.3813640309901,3.82631348127617e-09,0.614960474428359,0,3545.66449937554,10,0,0,0,-0.044751780435018,10,10,0,0,,10,3545.66449937554,10,-0.044751780435018,-0.118635969009936,-0.044751780435018,0,,0,0
334,0.12,0.216140940654351,0,1,0.781307587163977,15.5630758716398,33.9390630413456,19.5,12.1339424094556,3547.79844178499,10,3557.79844178499,3547.79844178499,10,0,0,-0.0432307663101105,-19.5,-0.0942751751148488,19.4057248248852,3.73422764355568e-09,0.594019979663119,0,3557.79844178499,10,0,0,0,-0.0432307663101105,10,10,0,0,,10,3557.79844178499,10,-0.0432307663101105,-0.0942751751148488,-0.0432307663101105,0,,0,0
335,0.12,0.0584032998863967,0,1,0.133925065329617,9.08925065329617,3.96678991306573,19.5,4.4457080505447,3552.24414983554,10,3567.79844178499,3552.24414983554,15.5542919494551,0,1,-0.03927134951754,-19.5,-0.0171390578916606,19.4828609421083,3.45701289616057e-09,0.361151141333194,0,3567.79844178499,15.5542919494551,1,0,0,-0.03927134951754,15.5542919494551,15.5542919494551,0,0,,10,3567.79844178499,15.5542919494551,-0.03927134951754,-0.0171390578916606,-0.03927134951754,0,,0,0
336,0.12,0.772246197324347,0,1,0.876279275616279,16.5127927561628,52.3185881361335,19.5,12.5880122100381,3564.83216204557,10,3577.79844178499,3564.83216204557,12.9662797394171,0,1,-0.0594748583765077,-19.5,-0.188438180373461,19.3115618196265,4.10294091622789e-09,0.0146782266423163,0,3577.79844178499,12.9662797394171,1,0,0,-0.0594748583765077,12.9662797394171,12.9662797394171,0,0,,10,3577.79844178499,12.9662797394171,-0.0594748583765077,-0.188438180373461,-0.0594748583765077,0,,0,0
337,0.12,0.406534146081718,0,1,0.129728684719756,9.04728684719756,3.87900482838169,19.5,6.95721044617431,3571.78937249175,10,3587.79844178499,3571.78937249175,16.0090692932426,0,1,-0.0402329561257301,-19.5,-0.017249793635107,19.4827502063649,3.45739573224883e-09,0.559398059706543,0,3587.79844178499,16.0090692932426,1,0,0,-0.0402329561257301,16.0090692932426,16.0090692932426,0,0,,10,3587.79844178499,16.0090692932426,-0.0402329561257301,-0.017249793635107,-0.0402329561257301,0,,0,0
338,0.12,0.314323541915671,0,1,0.140323780799999,9.15323780799999,4.10075812946542,19.5,17.0404782704232,3588.82985076217,10,3598.82985076217,3588.82985076217,10,0,0,-0.0254256605777778,-19.5,-0.0113909948040706,19.4886090051959,3.43719876898887e-09,0.563285247859301,0,3598.82985076217,10,0,0,0,-0.0254256605777778,10,10,0,0,,10,3598.82985076217,10,-0.0254256605777778,-0.0113909948040706,-0.0254256605777778,0,,0,0
339,0.12,0.360559999116825,0,1,0.481657426774581,12.5665742677458,13.2979857815621,19.5,9.15871534755211,3597.98856610972,10,3608.82985076217,3597.98856610972,10.8412846524479,0,1,-0.0378438357618777,-19.5,-0.0400464581005891,19.4599535418994,3.53711807158117e-09,0.560629546782903,0,3608.82985076217,10.8412846524479,1,0,0,-0.0378438357618777,10.8412846524479,10.8412846524479,0,0,,10,3608.82985076217,10.8412846524479,-0.0378438357618777,-0.0400464581005891,-0.0378438357618777,0,,0,0
340,0.12,0.707066670506996,0,1,0.491194197398959,12.6619419739896,13.6652614896143,19.5,0.781575610553255,3598.77014172028,10,3618.82985076217,3598.77014172028,20.0597090418946,0,2,-0.0705541310843289,-19.5,-0.0761447692952976,19.4238552307047,3.66713463082227e-09,0.337408241427461,0,3618.82985076217,20.0597090418946,2,0,0,-0.0705541310843289,20.0597090418946,20.0597090418946,0,0,,10,3618.82985076217,20.0597090418946,-0.0705541310843289,-0.0761447692952976,-0.0705541310843289,0,,0,0
341,0.12,0.660431613897893,0,1,0.433741335321698,12.087413353217,11.587767616657,19.5,11.5728251105627,3610.34296683084,10,3628.82985076217,3610.34296683084,18.4868839313322,0,1,-0.0620718354697102,-19.5,-0.0595060319312187,19.4404939680688,3.60662295600982e-09,0.426706456471827,0,3628.82985076217,18.4868839313322,1,0,0,-0.0620718354697102,18.4868839313322,18.4868839313322,0,0,,10,3628.82985076217,18.4868839313322,-0.0620718354697102,-0.0595060319312187,-0.0620718354697102,0,,0,0
342,0.12,0.0353462694350123,0,1,0.602924167596209,13.7792416759621,18.8627980674082,19.5,8.00354803477324,3618.34651486561,10,3638.82985076217,3618.34651486561,20.4833358965589,0,2,-0.0784013432357206,-19.5,-0.107325841323245,19.3926741586768,3.78328119643501e-09,0.604588785927681,0,3638.82985076217,20.4833358965589,2,0,0,-0.0784013432357206,20.4833358965589,20.4833358965589,0,0,,10,3638.82985076217,20.4833358965589,-0.0784013432357206,-0.107325841323245,-0.0784013432357206,0,,0,0
343,0.12,0.972390927013973,1,0,0.0166250210937349,7.91625021093735,1.23987544299865,19.5,1.43212471301716,3619.77863957863,10,3648.82985076217,3619.77863957863,29.0512111835419,0,2,-0.0638824046276942,-19.5,-0.0100055231488448,19.4899944768512,3.43243992492042e-09,0.798936378868264,0,3648.82985076217,29.0512111835419,2,0,0,-0.0100055231488448,29.0512111835419,0,29.0512111835419,-0.0100055197164049,,10,3648.82985076217,29.0512111835419,-0.0638824046276942,-0.0100055231488448,-0.0100055231488448,29.0512111835419,,-0.0100055231488448,3.43243992256825e-09
344,0.12,0.363886768118708,0,1,0.287981048854493,10.6298104885449,7.41100321567951,19.5,10.6274854704703,3630.4061250491,10,3658.82985076217,3630.4061250491,28.4237257130717,0,2,-0.083927449363426,-19.5,-0.0585134229614352,19.4414865770386,3.60304476589156e-09,0.198755775119278,0,3658.82985076217,28.4237257130717,2,0,0,-0.083927449363426,28.4237257130717,28.4237257130717,0,0,,10,3658.82985076217,28.4237257130717,-0.083927449363426,-0.0585134229614352,-0.083927449363426,0,,0,0
345,0.12,0.66763529830419,0,1,0.714700703813626,14.8970070381363,26.7358882075533,19.5,24.8716405624332,3655.27776561153,10,3668.82985076217,3655.27776561153,13.5520851506385,0,1,-0.056079307741801,-19.5,-0.100646398212976,19.399353601787,3.75809519288648e-09,0.561104037263973,0,3668.82985076217,13.5520851506385,1,0,0,-0.056079307741801,13.5520851506385,13.5520851506385,0,0,,10,3668.82985076217,13.5520851506385,-0.056079307741801,-0.100646398212976,-0.056079307741801,0,,0,0
346,0.12,0.578432762411041,0,1,0.564724364819999,13.3972436482,16.8712248569742,19.5,1.00737301664493,3656.28513862818,10,3678.82985076217,3656.28513862818,22.5447121339935,0,2,-0.0838991670660115,-19.5,-0.105654696596766,19.3943453034032,3.77696406592851e-09,0.45228311758972,0,3678.82985076217,22.5447121339935,2,0,0,-0.0838991670660115,22.5447121339935,22.5447121339935,0,0,,10,3678.82985076217,22.5447121339935,-0.0838991670660115,-0.105654696596766,-0.0838991670660115,0,,0,0
347,0.12,0.044306999556276,0,1,0.371838789403931,11.4683878940393,9.65582729421924,19.5,4.7568056722511,3661.04194430043,10,3688.82985076217,3661.04194430043,27.7879064617423,0,2,-0.0885229139073728,-19.5,-0.0745320071284729,19.4254679928715,3.66122518139978e-09,0.240952920589459,0,3688.82985076217,27.7879064617423,2,0,0,-0.0885229139073728,27.7879064617423,27.7879064617423,0,0,,10,3688.82985076217,27.7879064617423,-0.0885229139073728,-0.0745320071284729,-0.0885229139073728,0,,0,0
